FaultName,Name,Distance,Displacement,HorizonName,Uncertainty,ProfilePatterns,Section
Sc_12_F_222,f82,271.6,25.3,Hu,Assumed,Negative Skewed,Upper
Sc_12_F_222,f82,456.8,27.2,Ka,Assumed,Negative Skewed,Upper
Sc_12_F_222,f82,598.4,48.5,Er,Assumed,Negative Skewed,Upper
Sc_12_F_222,f82,816.8,52.1,Pr,Assumed,Negative Skewed,Upper
Sc_12_F_222,f82,971.4,102.5,Di,Assumed,Negative Skewed,Upper
Sc_12_F_222,f82,1154.5,62.6,So,Assumed,Negative Skewed,Upper
Sc_12_F_222,f82,1745,179.4,Gi5,Assumed,Negative Skewed,Upper
Sc_12_F_222,f82,2361,305.6,Fi,Assumed,Negative Skewed,Mid
Sc_12_F_222,f82,2512.9,230.9,Mg,Assumed,Negative Skewed,Lower
Sc_12_F_222,f82,2987.3,295.6,Sb,Assumed,Negative Skewed,Lower
Sc_12_F_222,f82,3498.7,279.3,Hf,Assumed,Negative Skewed,Lower
Sc_12_F_222,f82,3757.5,242.1,Wb,Assumed,Negative Skewed,Lower
Sc_12_F_222,f82,4085.1,0,Gs,Assumed,Negative Skewed,Lower
Sc_12_F_333,f83,0,0,La,Secured,Negative Skewed,Upper
Sc_12_F_333,f83,86.6,17,Gu,Secured,Negative Skewed,Upper
Sc_12_F_333,f83,421,29,Ma,Assumed,Negative Skewed,Upper
Sc_12_F_333,f83,436,30.5,Hu,Assumed,Negative Skewed,Upper
Sc_12_F_333,f83,498,37.2,Ka,Assumed,Negative Skewed,Upper
Sc_12_F_333,f83,598.4,48.5,Er,Assumed,Negative Skewed,Upper
Sc_12_F_333,f83,816.8,52.1,Pr,Assumed,Negative Skewed,Upper
Sc_12_F_333,f83,971.4,58,Di,Assumed,Negative Skewed,Upper
Sc_12_F_333,f83,1154.5,62.6,So,Assumed,Negative Skewed,Upper
Sc_12_F_333,f83,1745,153,Gi5,Assumed,Negative Skewed,Upper
Sc_12_F_333,f83,2361,217,Fi,Assumed,Negative Skewed,Upper
Sc_12_F_333,f83,2512.9,230.9,Mg,Assumed,Negative Skewed,Mid
Sc_12_F_333,f83,2987.3,295.6,Sb,Assumed,Negative Skewed,Mid
Sc_12_F_333,f83,3498.7,279.3,Hf,Assumed,Negative Skewed,Lower
Sc_12_F_333,f83,3757.5,242.1,Wb,Assumed,Negative Skewed,Lower
Sc_12_F_333,f83,4085.1,0,Gs,Assumed,Negative Skewed,Lower
Sc_12_F_2a,f84,0,0,Di,Secured,Trapezoid,Upper
Sc_12_F_2a,f84,86.6,50,So,Secured,Trapezoid,Upper
Sc_12_F_2a,f84,465,85.7,Gi5,Secured,Trapezoid,Mid
Sc_12_F_2a,f84,704.5,0,Fi,Secured,Trapezoid,Lower
Sc_12_F_112,f85,0,0,La,Proven,Trapezoid,Upper
Sc_12_F_112,f85,28,10,Gu,Proven,Trapezoid,Upper
Sc_12_F_112,f85,129.5,11.7,Ma,Secured,Trapezoid,Upper
Sc_12_F_112,f85,275,16.9,Hu,Proven,Trapezoid,Mid
Sc_12_F_112,f85,354.8,0,Ka,Proven,Trapezoid,Lower
Sc_12_F_113,f86,0,0,La,Proven,Trapezoid,Upper
Sc_12_F_113,f86,28,10,Gu,Proven,Trapezoid,Upper
Sc_12_F_113,f86,120,16,Ma,Secured,Trapezoid,Upper
Sc_12_F_113,f86,260,16.9,Hu,Proven,Trapezoid,Mid
Sc_12_F_113,f86,380,0,Ka,Proven,Trapezoid,Lower
Sc_12_F_18,f87,0,0,Er,Secured,Triangle,Upper
Sc_12_F_18,f87,55.7,114.5,Pr,Secured,Triangle,Mid
Sc_12_F_18,f87,219.5,66.7,Di,Secured,Triangle,Lower
Sc_12_F_18,f87,375.9,16.6,So,Secured,Triangle,Lower
Sc_12_F_18,f87,554.6,0,Gi5,Secured,Triangle,Lower
Sc_12_F_18a,f88,0,0,Er,Secured,Triangle,Upper
Sc_12_F_18a,f88,55.7,114.5,Pr,Secured,Triangle,Mid
Sc_12_F_18a,f88,219.5,66.7,Di,Secured,Triangle,Mid
Sc_12_F_18a,f88,375.9,16.6,So,Secured,Triangle,Lower
Sc_12_F_18a,f88,428,0,Gi5,Secured,Triangle,Lower
Sc_12_F_112a,f89,0,0,Gi5,Proven,Trapezoid,Upper
Sc_12_F_112a,f89,106.6,22.3,Er,Proven,Trapezoid,Mid
Sc_12_F_112a,f89,477.1,20.6,Pr,Secured,Trapezoid,Lower
Sc_12_F_112a,f89,626.2,0,Di,Secured,Trapezoid,Lower
Sc_1_F_9,f90,140,0,N,Secured,Triangle,Upper
Sc_1_F_9b,f90,148.6,128,F,Assumed,Triangle,Mid
Sc_1_F_9b,f90,462.2,107.5,Zo2,Assumed,Triangle,Mid
Sc_1_F_9b,f90,640.4,94.5,Zo8,Assumed,Triangle,Lower
Sc_1_F_9b,f90,1265.2,46.7,Gu,Assumed,Triangle,Lower
Sc_1_F_9b,f90,1438.3,36,Ma,Assumed,Triangle,Lower
Sc_1_F_9b,f90,1570.7,26.8,Hu,Assumed,Triangle,Lower
Sc_1_F_9b,f90,1768,16,Ka,Assumed,Triangle,Lower
Sc_1_F_9b,f90,1882,8,Er,Assumed,Triangle,Lower
Sc_1_F_9b,f90,1999,0,Pr,Assumed,Triangle,Lower
Sc_1_F_28,f91,65,0,F-2,Assumed,Trapezoid,Upper
Sc_1_F_28,f91,72.7,34.6,Zo2,Assumed,Trapezoid,Upper
Sc_1_F_28,f91,201.7,23.4,Zo8,Assumed,Trapezoid,Upper
Sc_1_F_28,f91,367.1,17.5,Gu,Assumed,Trapezoid,Upper
Sc_1_F_28,f91,485.1,25,Ma,Assumed,Trapezoid,Upper
Sc_1_F_28,f91,574.5,29.2,Hu,Assumed,Trapezoid,Mid
Sc_1_F_28,f91,745.5,39.2,Ka,Assumed,Trapezoid,Lower
Sc_1_F_28,f91,760,0,Er,Assumed,Trapezoid,Lower
Sc_8_F_10,f92,0,0,Gu,Secured,Triangle,Upper
Sc_8_F_10,f92,11.5,21,Ma,Secured,Triangle,Upper
Sc_8_F_10,f92,149.7,52.8,Hu,Secured,Triangle,Mid
Sc_8_F_10,f92,295,6.3,Ka,Secured,Triangle,Lower
Sc_8_F_10,f92,363.7,0,Er,Secured,Triangle,Lower
Sc_8_F_8,f93,0,0,Hu-1,Assumed,Trapezoid,Upper
Sc_8_F_8,f93,114,160,Zo2,Assumed,Trapezoid,Upper
Sc_8_F_8,f93,259.1,178,Zo8,Assumed,Trapezoid,Mid
Sc_8_F_8,f93,925.4,157,Gu,Assumed,Trapezoid,Lower
Sc_8_F_8,f93,1048.8,154,Ma,Assumed,Trapezoid,Lower
Sc_8_F_8,f93,1207.5,40,Hu,Assumed,Trapezoid,Lower
Sc_8_F_8,f93,1215,0,Ka,Assumed,Trapezoid,Lower
Sc_8_F_9,f94,0,0,F,Secured,Trapezoid,Upper
Sc_8_F_9,f94,447.5,63.4,Zo2,Secured,Trapezoid,Upper
Sc_8_F_9,f94,863.1,62.4,Zo8,Secured,Trapezoid,Mid
Sc_8_F_9,f94,1172.3,42.9,La,Secured,Trapezoid,Lower
Sc_8_F_9,f94,1460,0,Gu,Secured,Trapezoid,Lower
Sc_8_F_15,f95,325,0,F,Assumed,Trapezoid,Upper
Sc_8_F_15,f95,336.1,30,Zo2,Assumed,Trapezoid,Upper
Sc_8_F_15,f95,547.9,32,Zo8,Assumed,Trapezoid,Mid
Sc_8_F_15,f95,560,0,La,Assumed,Trapezoid,Lower
Sc_6_F_8,f96,0,0,F-2,Proven,Triangle,Upper
Sc_6_F_8,f96,190.1,19.5,Zo2,Proven,Triangle,Upper
Sc_6_F_8,f96,347.4,47.6,Zo8,Proven,Triangle,Upper
Sc_6_F_8,f96,709.7,90,Gu,Secured,Triangle,Mid
Sc_6_F_8,f96,862.5,64,Ma,Secured,Triangle,Lower
Sc_6_F_8,f96,945,52,Hu,Proven,Triangle,Lower
Sc_6_F_8,f96,1203.5,26.9,Ka,Proven,Triangle,Lower
Sc_6_F_8,f96,1329.9,16,Er,Proven,Triangle,Lower
Sc_6_F_8,f96,1485.1,0,Pr,Proven,Triangle,Lower
Sc_12_F_3,f97,0,0,Hu,Proven,Positive Skewed,Upper
Sc_12_F_3,f97,26.1,112.8,Ka,Proven,Positive Skewed,Upper
Sc_12_F_3,f97,173.9,241.6,Er,Proven,Positive Skewed,Upper
Sc_12_F_3,f97,450,299.4,Pr,Secured,Positive Skewed,Mid
Sc_12_F_3,f97,640,192.7,Di,Secured,Positive Skewed,Lower
Sc_12_F_3,f97,790,129.7,So,Secured,Positive Skewed,Lower
Sc_12_F_3,f97,1050,129.3,Gi5,Assumed,Positive Skewed,Lower
Sc_12_F_3,f97,1247,109.8,Fi,Assumed,Positive Skewed,Lower
Sc_12_F_3,f97,1480,0,Mg,Assumed,Positive Skewed,Lower
Sc_8_F_2,f98,0,0,Hu-1,Secured,Overlap,Upper
Sc_8_F_2,f98,7.5,0.4,Hu,Secured,Overlap,Upper
Sc_8_F_2,f98,157.8,80,Ka,Secured,Overlap,Mid
Sc_8_F_2,f98,409.5,16,Er,Secured,Overlap,Lower
Sc_8_F_2,f98,617.7,18,Pr,Secured,Overlap,Lower
Sc_8_F_2,f98,692.3,50,Di,Secured,Overlap,Lower
Sc_8_F_2,f98,791.9,69,So,Secured,Overlap,Lower
Sc_8_F_2,f98,1224,0,Pl,Secured,Overlap,Lower
